start;end;regione;comune
36020736;36020991;Friuli-Venezia Giulia;Lignano Sabbiadoro
36020992;36021247;Veneto;Venice
36021248;36021759;Emilia-Romagna;Modena
36021760;36022015;Umbria;Perugia
36022016;36022271;Emilia-Romagna;Parma
36022272;36022527;Piemonte;Ivrea
36022528;36022783;Veneto;Padova
36022784;36023039;Emilia-Romagna;Modena
36023040;36023295;Veneto;Verona
36023296;36023551;Veneto;Mel
36023552;36023807;Veneto;Venice
36023808;36024063;Emilia-Romagna;Bologna
36024064;36024319;Friuli-Venezia Giulia;Sacile
36024320;36024575;Emilia-Romagna;Bologna
36024576;36024831;Veneto;Venice
36024832;36025343;Veneto;Padova
36025344;36025599;Friuli-Venezia Giulia;Lignano Sabbiadoro
36025600;36025855;Emilia-Romagna;Bologna
36025856;36026111;Piemonte;Ivrea
36026112;36026367;Umbria;Perugia
36026368;36026623;Lombardia;Milan
36026624;36026879;Emilia-Romagna;Codigoro
36026880;36027647;Veneto;Venice
36027648;36027903;Veneto;Mel
36027904;36028159;Veneto;Venice
36028160;36028415;Veneto;Padova
36028416;36028671;Lazio;Ripa
36028672;36028927;Emilia-Romagna;Modena
36028928;36029183;Lazio;Rome
36029184;36029439;Veneto;Venice
36029440;36029695;Sicilia;Agrigento
36029696;36029951;Emilia-Romagna;Bologna
36029952;36030207;Lombardia;Bergamo
36030208;36030463;Emilia-Romagna;Bologna
36030464;36030719;Umbria;Campello sul Clitunno
36030720;36030975;Piemonte;Torino
36030976;36031231;Veneto;Venice
36031232;36031487;Veneto;Padova
36031488;36031743;Emilia-Romagna;Parma
36031744;36031999;Umbria;Perugia
36032000;36032255;Emilia-Romagna;Modena
36032256;36032511;Emilia-Romagna;Bologna
36032512;36032767;Lombardia;Milan
36032768;36033023;Emilia-Romagna;Bologna
36033024;36033279;Friuli-Venezia Giulia;Staranzano
36033280;36033535;Veneto;Venice
36033536;36033791;Friuli-Venezia Giulia;Pordenone
36033792;36034047;Veneto;Venice
36034048;36034303;Friuli-Venezia Giulia;Trieste
36034304;36034559;Veneto;Padova
36034560;36034815;Piemonte;Ivrea
36034816;36035071;Emilia-Romagna;Modena
36035072;36035327;Veneto;Padova
36035328;36035583;Veneto;Verona
36035584;36035839;Emilia-Romagna;Modena
36035840;36036095;Trentino-Alto Adige;Levico Terme
36036096;36036351;Friuli-Venezia Giulia;Monfalcone
36036352;36036607;Veneto;Verona
36036608;36036863;Emilia-Romagna;Bologna
36036864;36037119;Veneto;Padova
36037120;36037375;Emilia-Romagna;Ferrara
36037376;36037631;Veneto;Venice
36037632;36038143;Lombardia;Milan
36038144;36038399;Emilia-Romagna;Bologna
36038400;36038655;Piemonte;Ivrea
36038656;36038911;Veneto;Verona
36038912;36039167;Umbria;Perugia
36039168;36039423;Lazio;Rome
36039424;36039679;Liguria;La Spezia
36039680;36039935;Emilia-Romagna;Parma
36039936;36040191;Toscana;Pisa
36040192;36040447;Friuli-Venezia Giulia;Pordenone
36040448;36040703;Veneto;Venice
36040704;36040959;Veneto;Pieve di Cadore
36040960;36041215;Lombardia;Valdidentro
36041216;36041471;Lombardia;Limbiate
36041472;36041727;Emilia-Romagna;Bologna
36041728;36041983;Toscana;Siena
36041984;36042239;Lazio;Rome
36042240;36042495;Trentino-Alto Adige;Merano
36042496;36042751;Friuli-Venezia Giulia;Sacile
36042752;36043263;Veneto;Padova
36043264;36043519;Piemonte;Ivrea
36043520;36043775;Emilia-Romagna;Modena
36043776;36044031;Piemonte;Ivrea
36044032;36044287;Campania;Naples
36044288;36044543;Veneto;Venice
36044544;36044799;Trentino-Alto Adige;Arco
36044800;36045055;Sardegna;Sassari
36045056;36045311;Lazio;Ripa
36045312;36045567;Molise;Termoli
36045568;36045823;Toscana;Pisa
36045824;36046079;Lazio;Rome
36046080;36046335;Lazio;Ripa
36046336;36046591;Umbria;Terni
36046592;36046847;Toscana;Arezzo
36046848;36047103;Lazio;Rome
36047104;36047359;Toscana;Florence
36047360;36047615;Piemonte;Ivrea
36047616;36047871;Umbria;Castiglione del Lago
36047872;36048127;Lazio;Rome
36048128;36048383;Toscana;Florence
36048384;36048639;Lazio;Viterbo
36048640;36048895;Emilia-Romagna;Ravenna
36048896;36049151;Toscana;Florence
36049152;36049407;Sardegna;Cagliari
36049408;36049663;Lazio;Rome
36049664;36049919;Marche;Civitanova Marche
36049920;36050687;Lazio;Rome
36050688;36050943;Emilia-Romagna;Ravenna
36050944;36051199;Liguria;Genova
36051200;36051455;Sardegna;Cagliari
36051456;36051711;Toscana;Arezzo
36051712;36051967;Lombardia;Milan
36051968;36052223;Emilia-Romagna;Bologna
36052224;36052735;Lazio;Rome
36052736;36052991;Sardegna;Cagliari
36052992;36053247;Toscana;Pisa
36053248;36053503;Lazio;Ripa
36053504;36053759;Lazio;Frosinone
36053760;36054015;Toscana;Florence
36054016;36054527;Lazio;Rome
36054528;36054783;Toscana;Piombino
36054784;36055039;Toscana;Florence
36055040;36055295;Piemonte;Ivrea
36055296;36055551;Toscana;Florence
36055552;36055807;Toscana;Pisa
36055808;36056063;Abruzzo;Vasto
36056064;36057087;Piemonte;Ivrea
36057088;36057343;Lazio;Rome
36057344;36057599;Toscana;Monticelli
36057600;36057855;Emilia-Romagna;Ravenna
36057856;36058111;Toscana;Pisa
36058112;36058367;Toscana;Monticelli
36058368;36058623;Lazio;Cassino
36058624;36058879;Piemonte;Ivrea
36058880;36059135;Lazio;Ripa
36059136;36059391;Piemonte;Ivrea
36059392;36059647;Abruzzo;San Valentino in Abruzzo Citeriore
36059648;36059903;Toscana;Florence
36059904;36060415;Piemonte;Ivrea
36060416;36060671;Lazio;Civitavecchia
36060672;36060927;Piemonte;Ivrea
36060928;36061183;Piemonte;Galliate
36061184;36061439;Lazio;Ostia
36061440;36062207;Lazio;Rome
36062208;36062463;Toscana;Sarteano
36062464;36062719;Toscana;Grosseto
36062720;36062975;Lazio;Ripa
36062976;36063231;Lazio;Rome
36063232;36063487;Toscana;Florence
36063488;36063743;Marche;Pesaro
36063744;36063999;Toscana;Pisa
36064000;36064255;Lazio;Ripa
36064256;36064511;Toscana;Bucine
36064512;36064767;Toscana;Grosseto
36064768;36065279;Lazio;Rome
36065280;36065535;Emilia-Romagna;Rimini
36065536;36066047;Toscana;Florence
36066048;36066303;Toscana;Arezzo
36066304;36066559;Toscana;Florence
36066560;36068351;Piemonte;Ivrea
36068352;36068607;Toscana;Pisa
36068608;36068863;Lazio;Rome
36068864;36069119;Toscana;Pisa
36069120;36069375;Lazio;Rome
36069376;36069631;Toscana;Arezzo
36069632;36069887;Sardegna;Cagliari
36069888;36070143;Lazio;Rome
36070144;36070399;Toscana;Florence
36070400;36071935;Lazio;Rome
36071936;36072191;Toscana;Florence
36072192;36072447;Lazio;Rome
36072448;36072703;Emilia-Romagna;Pennabilli
36072704;36072959;Piemonte;Ivrea
36072960;36073215;Lazio;Rome
36073216;36073471;Piemonte;Ivrea
36073472;36073727;Lazio;Rome
36073728;36073983;Toscana;Florence
36073984;36074239;Toscana;Castagneto Carducci
36074240;36074495;Piemonte;Ivrea
36074496;36074751;Toscana;Monticelli
36074752;36075007;Toscana;Pisa
36075008;36075775;Lazio;Rome
36075776;36076031;Lombardia;Milan
36076032;36076287;Lazio;Rome
36076288;36076799;Piemonte;Ivrea
36076800;36077055;Emilia-Romagna;Morciano di Romagna
36077056;36077311;Lazio;Rome
36077312;36077567;Piemonte;Ivrea
36077568;36078079;Campania;Naples
36078080;36078335;Piemonte;Ivrea
36078336;36078591;Campania;Benevento
36078592;36078847;Calabria;Palmi
36078848;36080127;Campania;Naples
36080128;36080383;Piemonte;Ivrea
36080384;36080639;Sicilia;Milazzo
36080640;36081407;Campania;Naples
36081408;36081663;Piemonte;Ivrea
36081664;36081919;Puglia;Bari
36081920;36082175;Sicilia;Palermo
36082176;36082431;Campania;Naples
36082432;36082687;Calabria;Catanzaro
36082688;36083199;Calabria;Mangone
36083200;36083455;Sicilia;Catania
36083456;36083711;Sicilia;Letojanni
36083712;36083967;Piemonte;Ivrea
36083968;36084223;Calabria;Lamezia Terme
36084224;36084479;Piemonte;Ivrea
36084480;36084735;Sicilia;Catania
36084736;36084991;Piemonte;Ivrea
36084992;36085247;Campania;Naples
36085248;36085503;Calabria;Tropea
36085504;36085759;Sicilia;Milazzo
36085760;36086015;Lazio;Rome
36086016;36086527;Campania;Naples
36086528;36086783;Campania;Benevento
36086784;36087039;Campania;Avellino
36087040;36088063;Campania;Naples
36088064;36088319;Puglia;Bari
36088320;36088575;Calabria;Rende
36088576;36088831;Campania;Avellino
36088832;36090111;Campania;Naples
36090112;36090367;Sicilia;Palermo
36090368;36090879;Calabria;Mangone
36090880;36091903;Piemonte;Ivrea
36091904;36092159;Sicilia;Trapani
36092160;36092671;Sicilia;Cesaro
36092672;36092927;Sicilia;Sant'Agata di Militello
36092928;36093183;Piemonte;Ivrea
36093184;36093439;Sicilia;Ragusa
36093440;36093951;Piemonte;Ivrea
36093952;36094207;Calabria;Corigliano Calabro
36094208;36094463;Campania;Salerno
36094464;36094719;Puglia;Bari
36094720;36095487;Campania;Naples
36095488;36095743;Sicilia;Castel di Iudica
36095744;36095999;Campania;Naples
36096000;36096255;Piemonte;Ivrea
36096256;36096511;Calabria;Crotone
36096512;36097023;Campania;Naples
36097024;36097279;Campania;Avellino
36097280;36098047;Campania;Naples
36098048;36098303;Campania;Avellino
36098304;36098559;Campania;Naples
36098560;36098815;Puglia;Melissano
36098816;36099071;Piemonte;Ivrea
36099072;36100095;Campania;Naples
36100096;36101887;Piemonte;Ivrea
36101888;36102143;Calabria;Monasterace
36102144;36102911;Sicilia;Palermo
36102912;36103167;Sicilia;Catania
36103168;36103423;Sicilia;Palermo
36103424;36103679;Sicilia;Furnari
36103680;36103935;Sicilia;Catania
36103936;36104191;Sicilia;Furnari
36104192;36104447;Sicilia;Palermo
36104448;36104703;Sicilia;Catania
36104704;36104959;Sicilia;Palermo
36104960;36105215;Sicilia;Furnari
36105216;36105471;Sicilia;Palermo
36105472;36105727;Sicilia;Catania
36105728;36107775;Sicilia;Palermo
36107776;36108287;Sicilia;Furnari
36108288;36109823;Sicilia;Palermo
36109824;36110079;Sicilia;Furnari
36110080;36110335;Sicilia;Catania
36110336;36110591;Lombardia;Milan
36110592;36111103;Piemonte;Ivrea
36111104;36112639;Lombardia;Milan
36112640;36112895;Piemonte;Biella
36112896;36113151;Lombardia;Viadana
36113152;36113407;Piemonte;Ivrea
36113408;36114431;Lombardia;Milan
36114432;36114687;Lombardia;Brescia
36114688;36115199;Piemonte;Ivrea
36115200;36115455;Lombardia;Milan
36115456;36115711;Piemonte;Ivrea
36115712;36115967;Lombardia;Milan
36115968;36116479;Piemonte;Torino
36116480;36116735;Lombardia;Milan
36116736;36116991;Piemonte;Ivrea
36116992;36117503;Lombardia;Milan
36117504;36117759;Lombardia;Cagnola
36117760;36118271;Lombardia;Milan
36118272;36118527;Piemonte;Ivrea
36118528;36118783;Liguria;Loano
36118784;36119039;Liguria;San Remo
36119040;36119551;Piemonte;Ivrea
36119552;36119807;Lombardia;Delebio
36119808;36120063;Lombardia;Milan
36120064;36120319;Piemonte;Torino
36120320;36120575;Piemonte;Villar Pellice
36120576;36120831;Liguria;Genova
36120832;36121087;Toscana;Pisa
36121088;36121343;Piemonte;Verbania
36121344;36121855;Lombardia;Milan
36121856;36122111;Piemonte;Torino
36122112;36122367;Liguria;Genova
36122368;36122623;Lombardia;Brescia
36122624;36124671;Lombardia;Milan
36124672;36124927;Piemonte;Torino
36124928;36125695;Lombardia;Milan
36125696;36126719;Piemonte;Ivrea
36126720;36126975;Marche;Pesaro
36126976;36127231;Sardegna;Cagliari
36127232;36127487;Umbria;Terni
36127488;36127743;Lazio;Rome
36127744;36127999;Sardegna;Cagliari
36128000;36128255;Lazio;Rome
36128256;36128511;Abruzzo;L'Aquila
36128512;36128767;Toscana;Grosseto
36128768;36129023;Sardegna;Oristano
36129024;36129279;Toscana;Florence
36129280;36129535;Toscana;Pisa
36129536;36129791;Lazio;Colleferro
36129792;36130047;Piemonte;Ivrea
36130048;36130303;Lazio;Rome
36130304;36130559;Toscana;Florence
36130560;36130815;Lazio;Rome
36130816;36131071;Piemonte;Ivrea
36131072;36131583;Lazio;Rome
36131584;36131839;Piemonte;Ivrea
36131840;36132095;Lazio;Rome
36132096;36132863;Piemonte;Ivrea
36132864;36133119;Lazio;Rome
36133120;36133375;Marche;Ancona
36133376;36133631;Lazio;Rome
36133632;36133887;Marche;Colli del Tronto
36133888;36134911;Piemonte;Ivrea
36134912;36135167;Campania;Naples
36135168;36135935;Lazio;Rome
36135936;36136191;Molise;Termoli
36136192;36136447;Lazio;Rome
36136448;36136703;Marche;Ancona
36136704;36137215;Toscana;Florence
36137216;36137471;Lazio;Rome
36137472;36137727;Sardegna;Sassari
36137728;36137983;Toscana;Florence
36137984;36138239;Lazio;Latina
36138240;36138495;Lazio;Rome
36138496;36139007;Marche;Pesaro
36139008;36140031;Lazio;Rome
36140032;36140287;Umbria;Panicale
36140288;36140543;Toscana;Pisa
36140544;36140799;Lazio;Ripa
36140800;36141055;Abruzzo;Guardiagrele
36141056;36141311;Toscana;Pisa
36141312;36141567;Umbria;Terni
36141568;36141823;Lazio;Rome
36141824;36142079;Campania;Naples
36142080;36142591;Lazio;Rome
36142592;36142847;Umbria;Terni
36142848;36143103;Marche;Macerata
36143104;36143359;Lazio;Rome
36143360;36143615;Emilia-Romagna;Rimini
36143616;36144127;Lazio;Rome
36144128;36144383;Sardegna;Olbia
36144384;36144639;Lazio;Rome
36144640;36144895;Marche;Recanati
36144896;36145151;Lazio;Rieti
36145152;36145407;Sardegna;Narbolia
36145408;36145919;Lazio;Rome
36145920;36146175;Marche;San Benedetto del Tronto
36146176;36146687;Lazio;Rome
36146688;36146943;Toscana;Florence
36146944;36147199;Toscana;Monticelli
36147200;36147711;Piemonte;Ivrea
36147712;36148223;Lazio;Rome
36148224;36148479;Sardegna;Carbonia
36148480;36148735;Emilia-Romagna;Ravenna
36148736;36148991;Lazio;Rome
36148992;36149247;Lazio;Ripa
36149248;36149503;Lazio;Rome
36149504;36149759;Lazio;Terracina
36149760;36150015;Sardegna;Carloforte
36150016;36150271;Sardegna;Macomer
36150272;36150527;Marche;Macerata
36150528;36150783;Lazio;Rome
36150784;36151039;Toscana;Florence
36151040;36151295;Marche;Macerata
36151296;36151551;Lazio;Rome
36151552;36151807;Lazio;Ripa
36151808;36152063;Lazio;Rome
36152064;36152319;Piemonte;Ivrea
36152320;36152575;Lazio;Ripa
36152576;36152831;Lazio;Cisterna di Latina
36152832;36153087;Lazio;Ripa
36153088;36153343;Emilia-Romagna;Cervia
36153344;36153599;Toscana;Florence
36153600;36153855;Lazio;Latina
36153856;36154111;Marche;Macerata
36154112;36154367;Toscana;Grosseto
36154368;36154623;Lazio;Latina
36154624;36155135;Toscana;Florence
36155136;36155391;Marche;Ancona
36155392;36155647;Piemonte;Ivrea
36155648;36155903;Lazio;Rome
36155904;36156159;Lazio;Rieti
36156160;36156415;Sardegna;Macomer
36156416;36156671;Toscana;Monticelli
36156672;36156927;Lazio;Rome
36156928;36157183;Lazio;Ripa
36157184;36157439;Molise;Campobasso
36157440;36157695;Sardegna;Villaurbana
36157696;36158719;Lazio;Rome
36158720;36158975;Sardegna;Sassari
36158976;36159231;Lazio;Pontecorvo
36159232;36159487;Sardegna;Cagliari
36159488;36159743;Lazio;Oriolo Romano
36159744;36159999;Lazio;Cisterna di Latina
36160000;36160255;Molise;Campobasso
36160256;36160511;Marche;Senigallia
36160512;36160767;Toscana;Florence
36160768;36161023;Abruzzo;Roseto degli Abruzzi
36161024;36161279;Toscana;Florence
36161280;36161535;Marche;Macerata
36161536;36161791;Lazio;Rome
36161792;36162047;Lazio;Latina
36162048;36162303;Marche;Macerata
36162304;36162559;Marche;Cingoli
36162560;36162815;Lazio;Rome
36162816;36163071;Marche;Senigallia
36163072;36163327;Abruzzo;Pescara
36163328;36163583;Lazio;Rome
36163584;36163839;Piemonte;Ivrea
36163840;36164095;Toscana;Florence
36164096;36164351;Emilia-Romagna;Ravenna
36164352;36164607;Lazio;Rome
36164608;36164863;Toscana;Pisa
36164864;36165631;Lazio;Rome
36165632;36165887;Piemonte;Ivrea
36165888;36166143;Abruzzo;San Salvo
36166144;36166655;Lazio;Rome
36166656;36166911;Marche;Macerata
36166912;36167167;Abruzzo;San Salvo
36167168;36167423;Lazio;Rome
36167424;36167679;Lazio;Ripa
36167680;36167935;Lazio;Bomarzo
36167936;36168191;Sardegna;Cagliari
36168192;36168447;Abruzzo;Pescara
36168448;36168703;Marche;Jesi
36168704;36169215;Toscana;Florence
36169216;36170239;Lazio;Rome
36170240;36170495;Piemonte;Ivrea
36170496;36170751;Toscana;Florence
36170752;36171007;Marche;Macerata
36171008;36171263;Lazio;Sabaudia
36171264;36171519;Lazio;Rome
36171520;36171775;Toscana;Florence
36171776;36172031;Marche;Recanati
36172032;36172543;Lazio;Rome
36172544;36172799;Piemonte;Ivrea
36172800;36173055;Lazio;Rome
36173056;36173311;Sardegna;Cagliari
36173312;36173823;Lazio;Rome
36173824;36174079;Sardegna;Olbia
36174080;36174335;Abruzzo;Pescara
36174336;36175103;Lazio;Rome
36175104;36175359;Piemonte;Ivrea
36175360;36175615;Lazio;Rome
36175616;36175871;Lazio;Ripa
36175872;36241407;Piemonte;Ivrea
36241408;36241663;Puglia;Bari
36241664;36241919;Lombardia;Milan
36241920;36242175;Sicilia;Caltanissetta
36242176;36242431;Lazio;Priverno
36242432;36242687;Sicilia;Collesano
36242688;36242943;Emilia-Romagna;Modena
36242944;36243199;Emilia-Romagna;Bologna
36243200;36243455;Calabria;Amantea
36243456;36243711;Sicilia;Collesano
36243712;36243967;Umbria;Gubbio
36243968;36244479;Sicilia;Collesano
36244480;36244735;Lombardia;Milan
36244736;36244991;Lombardia;Busto Arsizio
36244992;36245247;Calabria;Reggio Calabria
36245248;36245503;Calabria;Amantea
36245504;36245759;Lazio;Rome
36245760;36246015;Sicilia;Buccheri
36246016;36246271;Sicilia;Collesano
36246272;36246527;Emilia-Romagna;Parma
36246528;36246783;Sicilia;Collesano
36246784;36247039;Lombardia;Casorate Sempione
36247040;36247295;Sicilia;Collesano
36247296;36247551;Sicilia;Enna
36247552;36247807;Sicilia;Catania
36247808;36248063;Puglia;Vernole
36248064;36248319;Sicilia;Collesano
36248320;36249087;Puglia;Bari
36249088;36249343;Calabria;Reggio Calabria
36249344;36249855;Sicilia;Collesano
36249856;36250111;Calabria;Reggio Calabria
36250112;36250367;Sicilia;Collesano
36250368;36250623;Calabria;Amantea
36250624;36251135;Sicilia;Collesano
36251136;36251391;Sicilia;Catania
36251392;36251647;Sicilia;Collesano
36251648;36251903;Calabria;Albidona
36251904;36252159;Sicilia;Letojanni
36252160;36252415;Sicilia;Collesano
36252416;36252671;Sicilia;Catania
36252672;36252927;Piemonte;Ivrea
36252928;36253183;Puglia;Cellino San Marco
36253184;36253439;Sicilia;Collesano
36253440;36253695;Calabria;Albidona
36253696;36253951;Puglia;Bari
36253952;36254207;Calabria;Reggio Calabria
36254208;36255743;Sicilia;Collesano
36255744;36255999;Sicilia;Messina
36256000;36257023;Sicilia;Collesano
36257024;36257279;Sicilia;Messina
36257280;36257535;Puglia;Bari
36257536;36258303;Sicilia;Messina
36258304;36258559;Sicilia;Capo d'Orlando
36258560;36258815;Sicilia;Collesano
36258816;36259071;Lombardia;Milan
36259072;36259327;Calabria;Reggio Calabria
36259328;36259583;Sicilia;Milazzo
36259584;36259839;Sicilia;Collesano
36259840;36260351;Sicilia;Milazzo
36260352;36260607;Sicilia;Messina
36260608;36260863;Sicilia;Collesano
36260864;36261119;Calabria;Ciro Marina
36261120;36261887;Sicilia;Collesano
36261888;36262143;Puglia;Bari
36262144;36262399;Sicilia;Collesano
36262400;36262655;Sicilia;Letojanni
36262656;36262911;Lazio;Petrella Salto
36262912;36263167;Sicilia;Palermo
36263168;36263423;Calabria;Crotone
36263424;36263679;Sicilia;Milazzo
36263680;36264191;Sicilia;Collesano
36264192;36264447;Campania;Avellino
36264448;36264703;Calabria;Reggio Calabria
36264704;36264959;Piemonte;Ivrea
36264960;36265215;Sicilia;Catania
36265216;36265471;Sicilia;Messina
36265472;36265727;Puglia;Bari
36265728;36265983;Sicilia;Milazzo
36265984;36266239;Sicilia;Collesano
36266240;36266495;Puglia;Bari
36266496;36267263;Sicilia;Collesano
36267264;36267519;Sicilia;Castellammare del Golfo
36267520;36267775;Puglia;Bari
36267776;36268287;Sicilia;Collesano
36268288;36268543;Sicilia;Palermo
36268544;36268799;Puglia;Bari
36268800;36269055;Sicilia;Collesano
36269056;36269311;Sicilia;Santa Teresa di Riva
36269312;36269567;Piemonte;Ivrea
36269568;36269823;Puglia;Bari
36269824;36270079;Sicilia;Milazzo
36270080;36270335;Sicilia;Collesano
36270336;36270591;Sicilia;Letojanni
36270592;36270847;Sicilia;Collesano
36270848;36271103;Calabria;Cropani
36271104;36271359;Sicilia;Milazzo
36271360;36271615;Sicilia;Collesano
36271616;36271871;Puglia;Apricena
36271872;36272127;Sicilia;Catania
36272128;36272383;Piemonte;Ivrea
36272384;36272639;Sicilia;Milazzo
36272640;36272895;Sicilia;Collesano
36272896;36273151;Sicilia;Enna
36273152;36273663;Sicilia;Milazzo
36273664;36273919;Lazio;Rome
36273920;36274175;Sicilia;Collesano
36274176;36274431;Emilia-Romagna;Modena
36274432;36274687;Veneto;Venice
36274688;36274943;Veneto;Padova
36274944;36275199;Toscana;Florence
36275200;36275455;Veneto;Verona
36275456;36275711;Emilia-Romagna;Fiorenzuola d'Arda
36275712;36275967;Lombardia;Brescia
